quest_id,patch,patch_code,id_first,poi_first,source
36261,7.3.5,70305,7.3.5,7.3.5,at_or_before
36262,7.3.5,70305,7.3.5,,at_or_before
36263,7.3.5,70305,7.3.5,,at_or_before
36265,7.3.5,70305,7.3.5,,at_or_before
36266,7.3.5,70305,7.3.5,,at_or_before
36267,7.3.5,70305,7.3.5,,at_or_before
36268,7.3.5,70305,7.3.5,,at_or_before
36269,7.3.5,70305,7.3.5,,at_or_before
36271,7.3.5,70305,7.3.5,,at_or_before
36272,7.3.5,70305,7.3.5,,at_or_before
36273,7.3.5,70305,7.3.5,,at_or_before
36274,7.3.5,70305,7.3.5,,at_or_before
36275,7.3.5,70305,7.3.5,,at_or_before
36276,7.3.5,70305,7.3.5,,at_or_before
36278,7.3.5,70305,7.3.5,,at_or_before
36279,7.3.5,70305,7.3.5,,at_or_before
36280,7.3.5,70305,7.3.5,7.3.5,at_or_before
36281,7.3.5,70305,7.3.5,7.3.5,at_or_before
36282,7.3.5,70305,7.3.5,7.3.5,at_or_before
36283,7.3.5,70305,7.3.5,,at_or_before
36284,7.3.5,70305,7.3.5,,at_or_before
36285,7.3.5,70305,7.3.5,,at_or_before
36286,7.3.5,70305,7.3.5,,at_or_before
36287,7.3.5,70305,7.3.5,,at_or_before
36288,7.3.5,70305,7.3.5,,at_or_before
36289,7.3.5,70305,7.3.5,7.3.5,at_or_before
36290,7.3.5,70305,7.3.5,7.3.5,at_or_before
36291,7.3.5,70305,7.3.5,,at_or_before
36292,7.3.5,70305,7.3.5,,at_or_before
36293,7.3.5,70305,7.3.5,,at_or_before
36294,7.3.5,70305,7.3.5,,at_or_before
36295,7.3.5,70305,7.3.5,,at_or_before
36296,7.3.5,70305,7.3.5,,at_or_before
36297,7.3.5,70305,7.3.5,,at_or_before
36298,7.3.5,70305,7.3.5,,at_or_before
36301,7.3.5,70305,7.3.5,,at_or_before
36303,7.3.5,70305,7.3.5,,at_or_before
36304,7.3.5,70305,7.3.5,,at_or_before
36305,7.3.5,70305,7.3.5,,at_or_before
36306,7.3.5,70305,7.3.5,,at_or_before
36307,7.3.5,70305,7.3.5,,at_or_before
36308,7.3.5,70305,7.3.5,,at_or_before
36309,7.3.5,70305,7.3.5,,at_or_before
36310,7.3.5,70305,7.3.5,,at_or_before
36311,7.3.5,70305,7.3.5,,at_or_before
36312,7.3.5,70305,7.3.5,,at_or_before
36313,7.3.5,70305,7.3.5,,at_or_before
36314,7.3.5,70305,7.3.5,,at_or_before
36315,7.3.5,70305,7.3.5,,at_or_before
36316,7.3.5,70305,7.3.5,,at_or_before
36317,7.3.5,70305,7.3.5,,at_or_before
36318,7.3.5,70305,7.3.5,,at_or_before
36319,7.3.5,70305,7.3.5,,at_or_before
36320,7.3.5,70305,7.3.5,,at_or_before
36321,7.3.5,70305,7.3.5,,at_or_before
36322,7.3.5,70305,7.3.5,,at_or_before
36323,7.3.5,70305,7.3.5,,at_or_before
36324,7.3.5,70305,7.3.5,,at_or_before
36325,7.3.5,70305,7.3.5,,at_or_before
36326,7.3.5,70305,7.3.5,,at_or_before
36327,7.3.5,70305,7.3.5,,at_or_before
36328,7.3.5,70305,7.3.5,,at_or_before
36329,7.3.5,70305,7.3.5,,at_or_before
36330,7.3.5,70305,7.3.5,,at_or_before
36331,7.3.5,70305,7.3.5,,at_or_before
36332,7.3.5,70305,7.3.5,,at_or_before
36333,7.3.5,70305,7.3.5,,at_or_before
36334,7.3.5,70305,7.3.5,,at_or_before
36335,7.3.5,70305,7.3.5,,at_or_before
36336,7.3.5,70305,7.3.5,,at_or_before
36337,7.3.5,70305,7.3.5,,at_or_before
36338,7.3.5,70305,7.3.5,,at_or_before
36340,7.3.5,70305,7.3.5,,at_or_before
36341,7.3.5,70305,7.3.5,7.3.5,at_or_before
36342,7.3.5,70305,7.3.5,7.3.5,at_or_before
36343,7.3.5,70305,7.3.5,,at_or_before
36344,7.3.5,70305,7.3.5,,at_or_before
36345,7.3.5,70305,7.3.5,,at_or_before
36346,7.3.5,70305,7.3.5,,at_or_before
36347,7.3.5,70305,7.3.5,,at_or_before
36348,7.3.5,70305,7.3.5,,at_or_before
36352,7.3.5,70305,7.3.5,,at_or_before
36353,7.3.5,70305,7.3.5,,at_or_before
36354,7.3.5,70305,7.3.5,,at_or_before
36355,7.3.5,70305,7.3.5,,at_or_before
36356,7.3.5,70305,7.3.5,,at_or_before
36358,7.3.5,70305,7.3.5,,at_or_before
36359,7.3.5,70305,7.3.5,,at_or_before
36360,7.3.5,70305,7.3.5,,at_or_before
36361,7.3.5,70305,7.3.5,,at_or_before
36362,7.3.5,70305,7.3.5,,at_or_before
36363,7.3.5,70305,7.3.5,,at_or_before
36364,7.3.5,70305,7.3.5,,at_or_before
36365,7.3.5,70305,7.3.5,,at_or_before
36366,7.3.5,70305,7.3.5,,at_or_before
36367,7.3.5,70305,7.3.5,,at_or_before
36368,7.3.5,70305,7.3.5,7.3.5,at_or_before
36374,7.3.5,70305,7.3.5,,at_or_before
36375,7.3.5,70305,7.3.5,,at_or_before
36377,7.3.5,70305,7.3.5,,at_or_before
36378,7.3.5,70305,7.3.5,,at_or_before
36379,7.3.5,70305,7.3.5,,at_or_before
36380,7.3.5,70305,7.3.5,,at_or_before
36381,7.3.5,70305,7.3.5,,at_or_before
36382,7.3.5,70305,7.3.5,,at_or_before
36383,7.3.5,70305,7.3.5,,at_or_before
36384,7.3.5,70305,7.3.5,7.3.5,at_or_before
36385,7.3.5,70305,7.3.5,,at_or_before
36386,7.3.5,70305,7.3.5,,at_or_before
36387,7.3.5,70305,7.3.5,,at_or_before
36388,7.3.5,70305,7.3.5,,at_or_before
36389,7.3.5,70305,7.3.5,,at_or_before
36390,7.3.5,70305,7.3.5,,at_or_before
36391,7.3.5,70305,7.3.5,,at_or_before
36392,7.3.5,70305,7.3.5,,at_or_before
36393,7.3.5,70305,7.3.5,,at_or_before
36394,7.3.5,70305,7.3.5,,at_or_before
36395,7.3.5,70305,7.3.5,,at_or_before
36396,7.3.5,70305,7.3.5,,at_or_before
36397,7.3.5,70305,7.3.5,,at_or_before
36398,7.3.5,70305,7.3.5,,at_or_before
36399,7.3.5,70305,7.3.5,,at_or_before
36400,7.3.5,70305,7.3.5,,at_or_before
36401,7.3.5,70305,7.3.5,,at_or_before
36402,7.3.5,70305,7.3.5,,at_or_before
36403,7.3.5,70305,7.3.5,,at_or_before
36404,7.3.5,70305,7.3.5,,at_or_before
36405,7.3.5,70305,7.3.5,,at_or_before
36406,7.3.5,70305,7.3.5,,at_or_before
36407,7.3.5,70305,7.3.5,,at_or_before
36408,7.3.5,70305,7.3.5,,at_or_before
36409,7.3.5,70305,7.3.5,,at_or_before
36410,7.3.5,70305,7.3.5,,at_or_before
36411,7.3.5,70305,7.3.5,,at_or_before
36413,7.3.5,70305,7.3.5,,at_or_before
36415,7.3.5,70305,7.3.5,,at_or_before
36416,7.3.5,70305,7.3.5,,at_or_before
36417,7.3.5,70305,7.3.5,,at_or_before
36418,7.3.5,70305,7.3.5,,at_or_before
36419,7.3.5,70305,7.3.5,,at_or_before
36420,7.3.5,70305,7.3.5,,at_or_before
36421,7.3.5,70305,7.3.5,,at_or_before
36422,7.3.5,70305,7.3.5,,at_or_before
36423,7.3.5,70305,7.3.5,,at_or_before
36424,7.3.5,70305,7.3.5,,at_or_before
36425,7.3.5,70305,7.3.5,7.3.5,at_or_before
36426,7.3.5,70305,7.3.5,,at_or_before
36427,7.3.5,70305,7.3.5,,at_or_before
36428,7.3.5,70305,7.3.5,7.3.5,at_or_before
36429,7.3.5,70305,7.3.5,,at_or_before
36430,7.3.5,70305,7.3.5,,at_or_before
36431,7.3.5,70305,7.3.5,,at_or_before
36432,7.3.5,70305,7.3.5,,at_or_before
36433,7.3.5,70305,7.3.5,,at_or_before
36434,7.3.5,70305,7.3.5,7.3.5,at_or_before
36435,7.3.5,70305,7.3.5,,at_or_before
36436,7.3.5,70305,7.3.5,,at_or_before
36437,7.3.5,70305,7.3.5,,at_or_before
36438,7.3.5,70305,7.3.5,,at_or_before
36439,7.3.5,70305,7.3.5,,at_or_before
36440,7.3.5,70305,7.3.5,,at_or_before
36441,7.3.5,70305,7.3.5,,at_or_before
36442,7.3.5,70305,7.3.5,,at_or_before
36443,7.3.5,70305,7.3.5,,at_or_before
36444,7.3.5,70305,7.3.5,,at_or_before
36445,7.3.5,70305,7.3.5,,at_or_before
36446,7.3.5,70305,7.3.5,,at_or_before
36447,7.3.5,70305,7.3.5,,at_or_before
36448,7.3.5,70305,7.3.5,,at_or_before
36449,7.3.5,70305,7.3.5,,at_or_before
36450,7.3.5,70305,7.3.5,,at_or_before
36451,7.3.5,70305,7.3.5,,at_or_before
36452,7.3.5,70305,7.3.5,,at_or_before
36453,7.3.5,70305,7.3.5,,at_or_before
36454,7.3.5,70305,7.3.5,,at_or_before
36455,7.3.5,70305,7.3.5,,at_or_before
36456,7.3.5,70305,7.3.5,,at_or_before
36457,7.3.5,70305,7.3.5,,at_or_before
36458,7.3.5,70305,7.3.5,,at_or_before
36459,7.3.5,70305,7.3.5,,at_or_before
36460,7.3.5,70305,7.3.5,7.3.5,at_or_before
36461,7.3.5,70305,7.3.5,,at_or_before
36462,7.3.5,70305,7.3.5,,at_or_before
36463,7.3.5,70305,7.3.5,,at_or_before
36464,7.3.5,70305,7.3.5,,at_or_before
36465,7.3.5,70305,7.3.5,,at_or_before
36466,7.3.5,70305,7.3.5,,at_or_before
36467,7.3.5,70305,7.3.5,,at_or_before
36468,7.3.5,70305,7.3.5,,at_or_before
36469,7.3.5,70305,7.3.5,,at_or_before
36470,7.3.5,70305,7.3.5,,at_or_before
36471,7.3.5,70305,7.3.5,,at_or_before
36472,7.3.5,70305,7.3.5,,at_or_before
36473,7.3.5,70305,7.3.5,7.3.5,at_or_before
36474,7.3.5,70305,7.3.5,7.3.5,at_or_before
36475,7.3.5,70305,7.3.5,,at_or_before
36476,7.3.5,70305,7.3.5,7.3.5,at_or_before
36477,7.3.5,70305,7.3.5,,at_or_before
36478,7.3.5,70305,7.3.5,,at_or_before
36479,7.3.5,70305,7.3.5,,at_or_before
36480,7.3.5,70305,7.3.5,7.3.5,at_or_before
36481,7.3.5,70305,7.3.5,,at_or_before
36482,7.3.5,70305,7.3.5,7.3.5,at_or_before
36483,7.3.5,70305,7.3.5,,at_or_before
36487,8.0.1,80001,7.3.5,8.0.1,poi_after_id
36488,7.3.5,70305,7.3.5,7.3.5,at_or_before
36489,7.3.5,70305,7.3.5,,at_or_before
36490,7.3.5,70305,7.3.5,,at_or_before
36491,7.3.5,70305,7.3.5,,at_or_before
36492,7.3.5,70305,7.3.5,,at_or_before
36493,7.3.5,70305,7.3.5,,at_or_before
36494,7.3.5,70305,7.3.5,,at_or_before
36495,7.3.5,70305,7.3.5,,at_or_before
36496,7.3.5,70305,7.3.5,,at_or_before
36497,7.3.5,70305,7.3.5,,at_or_before
36498,7.3.5,70305,7.3.5,,at_or_before
36499,7.3.5,70305,7.3.5,,at_or_before
36500,7.3.5,70305,7.3.5,7.3.5,at_or_before
36501,7.3.5,70305,7.3.5,,at_or_before
36502,7.3.5,70305,7.3.5,,at_or_before
36503,7.3.5,70305,7.3.5,,at_or_before
36504,7.3.5,70305,7.3.5,7.3.5,at_or_before
36505,7.3.5,70305,7.3.5,,at_or_before
36506,7.3.5,70305,7.3.5,,at_or_before
36507,7.3.5,70305,7.3.5,,at_or_before
36508,7.3.5,70305,7.3.5,7.3.5,at_or_before
36509,7.3.5,70305,7.3.5,,at_or_before
36510,7.3.5,70305,7.3.5,,at_or_before
36511,7.3.5,70305,7.3.5,,at_or_before
36512,7.3.5,70305,7.3.5,7.3.5,at_or_before
36513,7.3.5,70305,7.3.5,,at_or_before
36514,7.3.5,70305,7.3.5,,at_or_before
36515,7.3.5,70305,7.3.5,,at_or_before
36516,7.3.5,70305,7.3.5,,at_or_before
36517,7.3.5,70305,7.3.5,,at_or_before
36518,7.3.5,70305,7.3.5,,at_or_before
36519,7.3.5,70305,7.3.5,,at_or_before
36520,7.3.5,70305,7.3.5,7.3.5,at_or_before
36521,7.3.5,70305,7.3.5,,at_or_before
36522,7.3.5,70305,7.3.5,,at_or_before
36523,7.3.5,70305,7.3.5,7.3.5,at_or_before
36524,7.3.5,70305,7.3.5,,at_or_before
36525,7.3.5,70305,7.3.5,,at_or_before
36526,7.3.5,70305,7.3.5,,at_or_before
36527,7.3.5,70305,7.3.5,,at_or_before
36528,7.3.5,70305,7.3.5,,at_or_before
36529,7.3.5,70305,7.3.5,,at_or_before
36530,7.3.5,70305,7.3.5,,at_or_before
36531,7.3.5,70305,7.3.5,,at_or_before
36532,7.3.5,70305,7.3.5,,at_or_before
36533,7.3.5,70305,7.3.5,,at_or_before
36534,7.3.5,70305,7.3.5,,at_or_before
36535,7.3.5,70305,7.3.5,,at_or_before
36536,7.3.5,70305,7.3.5,,at_or_before
36537,7.3.5,70305,7.3.5,,at_or_before
36538,7.3.5,70305,7.3.5,,at_or_before
36539,7.3.5,70305,7.3.5,,at_or_before
36540,7.3.5,70305,7.3.5,,at_or_before
36541,7.3.5,70305,7.3.5,,at_or_before
36542,7.3.5,70305,7.3.5,,at_or_before
36543,7.3.5,70305,7.3.5,,at_or_before
36544,7.3.5,70305,7.3.5,,at_or_before
36545,7.3.5,70305,7.3.5,,at_or_before
36546,7.3.5,70305,7.3.5,,at_or_before
36547,7.3.5,70305,7.3.5,,at_or_before
36548,7.3.5,70305,7.3.5,,at_or_before
36549,7.3.5,70305,7.3.5,,at_or_before
36550,7.3.5,70305,7.3.5,,at_or_before
36551,7.3.5,70305,7.3.5,,at_or_before
36552,7.3.5,70305,7.3.5,,at_or_before
36553,7.3.5,70305,7.3.5,,at_or_before
36554,7.3.5,70305,7.3.5,,at_or_before
36555,7.3.5,70305,7.3.5,,at_or_before
36556,7.3.5,70305,7.3.5,,at_or_before
36557,7.3.5,70305,7.3.5,,at_or_before
36558,7.3.5,70305,7.3.5,,at_or_before
36559,7.3.5,70305,7.3.5,,at_or_before
36560,7.3.5,70305,7.3.5,,at_or_before
36561,7.3.5,70305,7.3.5,,at_or_before
36563,7.3.5,70305,7.3.5,7.3.5,at_or_before
36564,7.3.5,70305,7.3.5,7.3.5,at_or_before
36566,7.3.5,70305,7.3.5,7.3.5,at_or_before
36567,7.3.5,70305,7.3.5,,at_or_before
36568,7.3.5,70305,7.3.5,,at_or_before
36569,7.3.5,70305,7.3.5,,at_or_before
36570,7.3.5,70305,7.3.5,,at_or_before
36571,7.3.5,70305,7.3.5,7.3.5,at_or_before
36572,7.3.5,70305,7.3.5,,at_or_before
36573,7.3.5,70305,7.3.5,7.3.5,at_or_before
36574,7.3.5,70305,7.3.5,7.3.5,at_or_before
36575,7.3.5,70305,7.3.5,7.3.5,at_or_before
36576,7.3.5,70305,7.3.5,7.3.5,at_or_before
36577,7.3.5,70305,7.3.5,,at_or_before
36587,7.3.5,70305,7.3.5,,at_or_before
36588,7.3.5,70305,7.3.5,,at_or_before
36589,7.3.5,70305,7.3.5,,at_or_before
36590,7.3.5,70305,7.3.5,,at_or_before
36592,7.3.5,70305,7.3.5,,at_or_before
36593,7.3.5,70305,7.3.5,,at_or_before
36594,7.3.5,70305,7.3.5,,at_or_before
36595,7.3.5,70305,7.3.5,7.3.5,at_or_before
36596,7.3.5,70305,7.3.5,,at_or_before
36597,7.3.5,70305,7.3.5,,at_or_before
36600,7.3.5,70305,7.3.5,,at_or_before
36601,7.3.5,70305,7.3.5,,at_or_before
36602,7.3.5,70305,7.3.5,,at_or_before
36603,7.3.5,70305,7.3.5,7.3.5,at_or_before
36604,7.3.5,70305,7.3.5,,at_or_before
36605,7.3.5,70305,7.3.5,,at_or_before
36606,7.3.5,70305,7.3.5,,at_or_before
36607,7.3.5,70305,7.3.5,,at_or_before
36608,7.3.5,70305,7.3.5,,at_or_before
36609,7.3.5,70305,7.3.5,,at_or_before
36610,7.3.5,70305,7.3.5,,at_or_before
36611,7.3.5,70305,7.3.5,,at_or_before
36612,7.3.5,70305,7.3.5,,at_or_before
36614,7.3.5,70305,7.3.5,,at_or_before
36615,7.3.5,70305,7.3.5,,at_or_before
36616,7.3.5,70305,7.3.5,,at_or_before
36617,7.3.5,70305,7.3.5,,at_or_before
36618,7.3.5,70305,7.3.5,,at_or_before
36619,7.3.5,70305,7.3.5,,at_or_before
36620,7.3.5,70305,7.3.5,,at_or_before
36621,7.3.5,70305,7.3.5,,at_or_before
36624,7.3.5,70305,7.3.5,,at_or_before
36625,7.3.5,70305,7.3.5,,at_or_before
36626,7.3.5,70305,7.3.5,,at_or_before
36627,7.3.5,70305,7.3.5,,at_or_before
36628,7.3.5,70305,7.3.5,,at_or_before
36629,7.3.5,70305,7.3.5,,at_or_before
36630,7.3.5,70305,7.3.5,,at_or_before
36631,7.3.5,70305,7.3.5,,at_or_before
36632,7.3.5,70305,7.3.5,,at_or_before
36633,7.3.5,70305,7.3.5,,at_or_before
36634,7.3.5,70305,7.3.5,,at_or_before
36635,7.3.5,70305,7.3.5,,at_or_before
36636,7.3.5,70305,7.3.5,,at_or_before
36639,7.3.5,70305,7.3.5,,at_or_before
36640,7.3.5,70305,7.3.5,,at_or_before
36641,7.3.5,70305,7.3.5,,at_or_before
36642,7.3.5,70305,7.3.5,,at_or_before
36643,7.3.5,70305,7.3.5,,at_or_before
36644,7.3.5,70305,7.3.5,,at_or_before
36645,7.3.5,70305,7.3.5,,at_or_before
36646,7.3.5,70305,7.3.5,,at_or_before
36647,7.3.5,70305,7.3.5,,at_or_before
36648,7.3.5,70305,7.3.5,,at_or_before
36649,7.3.5,70305,7.3.5,,at_or_before
36651,7.3.5,70305,7.3.5,,at_or_before
36654,7.3.5,70305,7.3.5,,at_or_before
36656,7.3.5,70305,7.3.5,,at_or_before
36657,7.3.5,70305,7.3.5,,at_or_before
36658,7.3.5,70305,7.3.5,,at_or_before
36659,7.3.5,70305,7.3.5,,at_or_before
36660,7.3.5,70305,7.3.5,7.3.5,at_or_before
36661,7.3.5,70305,7.3.5,,at_or_before
36662,7.3.5,70305,7.3.5,,at_or_before
36663,7.3.5,70305,7.3.5,,at_or_before
36664,7.3.5,70305,7.3.5,,at_or_before
36665,7.3.5,70305,7.3.5,,at_or_before
36666,7.3.5,70305,7.3.5,,at_or_before
36667,7.3.5,70305,7.3.5,,at_or_before
36669,7.3.5,70305,7.3.5,,at_or_before
36670,7.3.5,70305,7.3.5,,at_or_before
36671,7.3.5,70305,7.3.5,,at_or_before
36672,7.3.5,70305,7.3.5,,at_or_before
36673,7.3.5,70305,7.3.5,,at_or_before
36674,7.3.5,70305,7.3.5,,at_or_before
36675,7.3.5,70305,7.3.5,,at_or_before
36676,7.3.5,70305,7.3.5,,at_or_before
36677,7.3.5,70305,7.3.5,,at_or_before
36678,7.3.5,70305,7.3.5,,at_or_before
36679,7.3.5,70305,7.3.5,,at_or_before
36680,7.3.5,70305,7.3.5,,at_or_before
36681,7.3.5,70305,7.3.5,,at_or_before
36682,7.3.5,70305,7.3.5,,at_or_before
36683,7.3.5,70305,7.3.5,,at_or_before
36684,7.3.5,70305,7.3.5,,at_or_before
36685,7.3.5,70305,7.3.5,,at_or_before
36686,7.3.5,70305,7.3.5,,at_or_before
36687,7.3.5,70305,7.3.5,,at_or_before
36688,7.3.5,70305,7.3.5,,at_or_before
36689,7.3.5,70305,7.3.5,,at_or_before
36690,7.3.5,70305,7.3.5,,at_or_before
36691,7.3.5,70305,7.3.5,,at_or_before
36692,7.3.5,70305,7.3.5,,at_or_before
36693,7.3.5,70305,7.3.5,,at_or_before
36694,7.3.5,70305,7.3.5,,at_or_before
36695,7.3.5,70305,7.3.5,,at_or_before
36696,7.3.5,70305,7.3.5,,at_or_before
36697,7.3.5,70305,7.3.5,,at_or_before
36698,7.3.5,70305,7.3.5,,at_or_before
36699,7.3.5,70305,7.3.5,,at_or_before
36700,7.3.5,70305,7.3.5,,at_or_before
36701,7.3.5,70305,7.3.5,,at_or_before
36702,7.3.5,70305,7.3.5,,at_or_before
36705,7.3.5,70305,7.3.5,,at_or_before
36706,7.3.5,70305,7.3.5,,at_or_before
36707,7.3.5,70305,7.3.5,,at_or_before
36708,7.3.5,70305,7.3.5,,at_or_before
36709,7.3.5,70305,7.3.5,,at_or_before
36710,7.3.5,70305,7.3.5,,at_or_before
36711,7.3.5,70305,7.3.5,,at_or_before
36712,7.3.5,70305,7.3.5,,at_or_before
36713,7.3.5,70305,7.3.5,,at_or_before
36714,7.3.5,70305,7.3.5,,at_or_before
36715,7.3.5,70305,7.3.5,,at_or_before
36716,7.3.5,70305,7.3.5,,at_or_before
36717,7.3.5,70305,7.3.5,,at_or_before
36718,7.3.5,70305,7.3.5,,at_or_before
36719,7.3.5,70305,7.3.5,,at_or_before
36720,7.3.5,70305,7.3.5,,at_or_before
36721,7.3.5,70305,7.3.5,,at_or_before
36722,7.3.5,70305,7.3.5,,at_or_before
36723,7.3.5,70305,7.3.5,,at_or_before
36724,7.3.5,70305,7.3.5,,at_or_before
36725,7.3.5,70305,7.3.5,,at_or_before
36726,7.3.5,70305,7.3.5,,at_or_before
36727,7.3.5,70305,7.3.5,,at_or_before
36728,7.3.5,70305,7.3.5,,at_or_before
36729,7.3.5,70305,7.3.5,,at_or_before
36730,7.3.5,70305,7.3.5,,at_or_before
36731,7.3.5,70305,7.3.5,,at_or_before
36732,7.3.5,70305,7.3.5,,at_or_before
36733,7.3.5,70305,7.3.5,,at_or_before
36734,7.3.5,70305,7.3.5,,at_or_before
36735,7.3.5,70305,7.3.5,,at_or_before
36736,7.3.5,70305,7.3.5,,at_or_before
36737,7.3.5,70305,7.3.5,,at_or_before
36738,7.3.5,70305,7.3.5,,at_or_before
36739,7.3.5,70305,7.3.5,,at_or_before
36740,7.3.5,70305,7.3.5,,at_or_before
36743,7.3.5,70305,7.3.5,,at_or_before
36744,7.3.5,70305,7.3.5,,at_or_before
36745,7.3.5,70305,7.3.5,,at_or_before
36746,7.3.5,70305,7.3.5,,at_or_before
36747,7.3.5,70305,7.3.5,,at_or_before
36748,7.3.5,70305,7.3.5,,at_or_before
36749,7.3.5,70305,7.3.5,,at_or_before
36750,7.3.5,70305,7.3.5,,at_or_before
36751,7.3.5,70305,7.3.5,,at_or_before
36752,7.3.5,70305,7.3.5,,at_or_before
36753,7.3.5,70305,7.3.5,,at_or_before
36754,7.3.5,70305,7.3.5,,at_or_before
36755,7.3.5,70305,7.3.5,,at_or_before
36756,7.3.5,70305,7.3.5,,at_or_before
36757,7.3.5,70305,7.3.5,,at_or_before
36758,7.3.5,70305,7.3.5,,at_or_before
36759,7.3.5,70305,7.3.5,,at_or_before
36760,7.3.5,70305,7.3.5,,at_or_before
36761,7.3.5,70305,7.3.5,,at_or_before
36762,7.3.5,70305,7.3.5,,at_or_before
36763,7.3.5,70305,7.3.5,,at_or_before
36764,7.3.5,70305,7.3.5,,at_or_before
36765,7.3.5,70305,7.3.5,,at_or_before
36766,7.3.5,70305,7.3.5,,at_or_before
36767,7.3.5,70305,7.3.5,,at_or_before
36768,7.3.5,70305,7.3.5,,at_or_before
36769,7.3.5,70305,7.3.5,,at_or_before
36770,7.3.5,70305,7.3.5,,at_or_before
36771,7.3.5,70305,7.3.5,,at_or_before
36772,7.3.5,70305,7.3.5,,at_or_before
36773,7.3.5,70305,7.3.5,,at_or_before
36774,7.3.5,70305,7.3.5,,at_or_before
36775,7.3.5,70305,7.3.5,,at_or_before
36776,7.3.5,70305,7.3.5,,at_or_before
36777,7.3.5,70305,7.3.5,,at_or_before
36778,7.3.5,70305,7.3.5,,at_or_before
36779,7.3.5,70305,7.3.5,,at_or_before
36780,7.3.5,70305,7.3.5,,at_or_before
36781,7.3.5,70305,7.3.5,,at_or_before
36782,7.3.5,70305,7.3.5,,at_or_before
36783,7.3.5,70305,7.3.5,,at_or_before
36784,7.3.5,70305,7.3.5,,at_or_before
36787,7.3.5,70305,7.3.5,,at_or_before
36789,7.3.5,70305,7.3.5,,at_or_before
36790,7.3.5,70305,7.3.5,7.3.5,at_or_before
36792,7.3.5,70305,7.3.5,7.3.5,at_or_before
36793,7.3.5,70305,7.3.5,,at_or_before
36794,7.3.5,70305,7.3.5,,at_or_before
36795,7.3.5,70305,7.3.5,,at_or_before
36796,7.3.5,70305,7.3.5,,at_or_before
36797,7.3.5,70305,7.3.5,,at_or_before
36798,7.3.5,70305,7.3.5,,at_or_before
36799,7.3.5,70305,7.3.5,,at_or_before
36801,7.3.5,70305,7.3.5,,at_or_before
36807,7.3.5,70305,7.3.5,,at_or_before
36808,7.3.5,70305,7.3.5,,at_or_before
36809,7.3.5,70305,7.3.5,,at_or_before
36810,7.3.5,70305,7.3.5,,at_or_before
36811,7.3.5,70305,7.3.5,7.3.5,at_or_before
36812,7.3.5,70305,7.3.5,,at_or_before
36813,7.3.5,70305,7.3.5,,at_or_before
36814,7.3.5,70305,7.3.5,,at_or_before
36815,7.3.5,70305,7.3.5,,at_or_before
36816,7.3.5,70305,7.3.5,,at_or_before
36817,7.3.5,70305,7.3.5,,at_or_before
36818,7.3.5,70305,7.3.5,,at_or_before
36819,7.3.5,70305,7.3.5,,at_or_before
36820,7.3.5,70305,7.3.5,,at_or_before
36821,7.3.5,70305,7.3.5,,at_or_before
36822,7.3.5,70305,7.3.5,,at_or_before
36823,7.3.5,70305,7.3.5,,at_or_before
36825,7.3.5,70305,7.3.5,,at_or_before
36826,7.3.5,70305,7.3.5,,at_or_before
36827,7.3.5,70305,7.3.5,,at_or_before
36828,7.3.5,70305,7.3.5,,at_or_before
36829,7.3.5,70305,7.3.5,,at_or_before
36832,7.3.5,70305,7.3.5,,at_or_before
36833,7.3.5,70305,7.3.5,,at_or_before
36834,7.3.5,70305,7.3.5,,at_or_before
36837,7.3.5,70305,7.3.5,,at_or_before
36838,7.3.5,70305,7.3.5,,at_or_before
36839,7.3.5,70305,7.3.5,,at_or_before
36840,7.3.5,70305,7.3.5,,at_or_before
36841,7.3.5,70305,7.3.5,,at_or_before
36842,7.3.5,70305,7.3.5,,at_or_before
36843,7.3.5,70305,7.3.5,,at_or_before
36844,7.3.5,70305,7.3.5,,at_or_before
36845,7.3.5,70305,7.3.5,,at_or_before
36846,7.3.5,70305,7.3.5,,at_or_before
36847,7.3.5,70305,7.3.5,,at_or_before
36848,7.3.5,70305,7.3.5,,at_or_before
36849,7.3.5,70305,7.3.5,,at_or_before
36850,7.3.5,70305,7.3.5,,at_or_before
36851,7.3.5,70305,7.3.5,,at_or_before
36852,7.3.5,70305,7.3.5,,at_or_before
36853,7.3.5,70305,7.3.5,,at_or_before
36854,7.3.5,70305,7.3.5,,at_or_before
36855,7.3.5,70305,7.3.5,,at_or_before
36856,7.3.5,70305,7.3.5,,at_or_before
36857,7.3.5,70305,7.3.5,,at_or_before
36858,7.3.5,70305,7.3.5,,at_or_before
36859,7.3.5,70305,7.3.5,7.3.5,at_or_before
36860,7.3.5,70305,7.3.5,,at_or_before
36861,7.3.5,70305,7.3.5,,at_or_before
36862,7.3.5,70305,7.3.5,,at_or_before
36863,7.3.5,70305,7.3.5,,at_or_before
36864,7.3.5,70305,7.3.5,,at_or_before
36868,7.3.5,70305,7.3.5,,at_or_before
36869,7.3.5,70305,7.3.5,,at_or_before
36870,7.3.5,70305,7.3.5,,at_or_before
36873,7.3.5,70305,7.3.5,,at_or_before
36874,7.3.5,70305,7.3.5,,at_or_before
36876,7.3.5,70305,7.3.5,,at_or_before
36877,7.3.5,70305,7.3.5,,at_or_before
36878,7.3.5,70305,7.3.5,,at_or_before
36879,7.3.5,70305,7.3.5,,at_or_before
36880,7.3.5,70305,7.3.5,,at_or_before
36881,7.3.5,70305,7.3.5,7.3.5,at_or_before
